sample	contig	qlen	HumGut_name	ref	sstart	send	host_genus	host_species
B31_12_months	k141_62001_phage545_3169_15391_13_0.6	12223	HumGut_9673	kraken:taxid|3009673|HumGut_9673_1	125593	136880	Streptococcus	Streptococcus salivarius
B31_12_months	k141_62001_phage545_3169_15391_13_0.6	12223	HumGut_9809	kraken:taxid|3009809|HumGut_9809_1	138622	127336	Streptococcus	Streptococcus salivarius
B31_12_months	k141_62141_phage564_10788_26439_12_0.55	15652	HumGut_17793	kraken:taxid|3017793|HumGut_17793_1	2836074	2851725	Intestinibacillus	Intestinibacillus massiliensis
B31_12_months	k141_62709	11746	HumGut_13491	kraken:taxid|3013491|HumGut_13491_1	853266	864742	Veillonella	Veillonella parvula
B31_12_months	k141_62709	11746	HumGut_14513	kraken:taxid|3014513|HumGut_14513_1	219239	230984	Veillonella	Veillonella parvula
B31_12_months	k141_62709	11746	HumGut_22693	kraken:taxid|3022693|HumGut_22693_1	973891	985376	Veillonella	Veillonella parvula
B31_12_months	k141_66067	12106	HumGut_16141	kraken:taxid|3016141|HumGut_16141_1	1909884	1897989	Citrobacter	Citrobacter farmeri
B31_12_months	k141_66067	12106	HumGut_22465	kraken:taxid|3022465|HumGut_22465_1	454585	466679	Citrobacter	Citrobacter amalonaticus
B31_12_months	k141_70671	11054	HumGut_16141	kraken:taxid|3016141|HumGut_16141_1	627534	616480	Citrobacter	Citrobacter farmeri
B31_12_months	k141_73750	26181	HumGut_11230	kraken:taxid|3011230|HumGut_11230_1	35715	10295	NA	Clostridiales bacterium
B31_12_months	k141_73750	26181	HumGut_2975	kraken:taxid|3002975|HumGut_2975_1	199744	225167	Oscillibacter	Oscillibacter sp. 57_20
B31_12_months	k141_73750	26181	HumGut_4064	kraken:taxid|3004064|HumGut_4064_1	2960571	2986013	NA	Clostridiales bacterium CCNA10
B31_12_months	k141_73750	26181	HumGut_4931	kraken:taxid|3004931|HumGut_4931_1	166054	140518	Flavonifractor	Flavonifractor plautii
B31_12_months	k141_73750	26181	HumGut_8717	kraken:taxid|3008717|HumGut_8717_1	1834270	1808840	Intestinimonas	Intestinimonas timonensis
B31_12_months	k141_74710	37470	HumGut_11474	kraken:taxid|3011474|HumGut_11474_1	6881034	6844357	Eisenbergiella	Eisenbergiella tayi
B31_12_months	k141_76545	22255	HumGut_17544	kraken:taxid|3017544|HumGut_17544_1	1280934	1260690	Actinomyces	Actinomyces sp. oral taxon 172
B31_12_months	k141_76545	22255	HumGut_18744	kraken:taxid|3018744|HumGut_18744_1	736104	758361	Actinomyces	Actinomyces sp. oral taxon 172
B31_12_months	k141_77454_1_checkv_266062-307681/397016	41620	HumGut_27547	kraken:taxid|3027547|HumGut_27547_1	1179634	1220323	Clostridium	Clostridium perfringens
B31_12_months	k141_7896_phage258_298_27221_19_0.62	26924	HumGut_11363	kraken:taxid|3011363|HumGut_11363_1	2394761	2421684	Lachnoclostridium	Lachnoclostridium phocaeense
B31_12_months	k141_7896_phage258_298_27221_19_0.62	26924	HumGut_12020	kraken:taxid|3012020|HumGut_12020_1	4291710	4264787	Lachnoclostridium	Lachnoclostridium sp. An14
B31_12_months	k141_7896_phage258_298_27221_19_0.62	26924	HumGut_12360	kraken:taxid|3012360|HumGut_12360_1	3268831	3295750	Anaerotignum	Anaerotignum lactatifermentans
B31_12_months	k141_7896_phage258_298_27221_19_0.62	26924	HumGut_12525	kraken:taxid|3012525|HumGut_12525_1	1388875	1415798	Lachnoclostridium	Lachnoclostridium sp. An76
B31_12_months	k141_7896_phage258_298_27221_19_0.62	26924	HumGut_12715	kraken:taxid|3012715|HumGut_12715_1	1141447	1168370	Blautia	Blautia sp. An249
B31_12_months	k141_7896_phage258_298_27221_19_0.62	26924	HumGut_14415	kraken:taxid|3014415|HumGut_14415_1	1153381	1180302	NA	uncultured Ruminococcaceae bacterium
B31_12_months	k141_79098_phage1308_3_15203_17_0.74	15201	HumGut_13222	kraken:taxid|3013222|HumGut_13222_1	35234	50185	Clostridium	uncultured Clostridium sp.
B31_12_months	k141_80893	15942	HumGut_16141	kraken:taxid|3016141|HumGut_16141_1	2289270	2305153	Citrobacter	Citrobacter farmeri
B31_12_months	k141_80893	15942	HumGut_22465	kraken:taxid|3022465|HumGut_22465_1	4415265	4431144	Citrobacter	Citrobacter amalonaticus
B31_12_months	k141_83488	26754	HumGut_24321	kraken:taxid|3024321|HumGut_24321_1	39998	14257	Veillonella	Veillonella dispar
B31_12_months	k141_83488	26754	HumGut_25491	kraken:taxid|3025491|HumGut_25491_1	1925434	1899697	Veillonella	Veillonella atypica
B31_12_months	k141_86784_1_checkv_42801-88450/115478	45650	HumGut_14600	kraken:taxid|3014600|HumGut_14600_1	361903	320442	NA	uncultured Clostridiales bacterium
B31_12_months	k141_91399	10094	HumGut_28954	kraken:taxid|3028954|HumGut_28954_1	82335	72246	Atopobium	Atopobium sp. ICM42b
B31_12_months	k141_91399	10094	HumGut_29403	kraken:taxid|3029403|HumGut_29403_1	548111	558197	Atopobium	Atopobium sp. ICM42b
B31_12_months	k141_91399	10094	HumGut_29565	kraken:taxid|3029565|HumGut_29565_1	906097	916206	Lancefieldella	Lancefieldella parvula
B31_12_months	k141_91399	10094	HumGut_30169	kraken:taxid|3030169|HumGut_30169_1	403789	393700	Atopobium	Atopobium sp. ICM42b
B31_12_months	k141_91702_1_checkv_1-10662/19326	10662	HumGut_12529	kraken:taxid|3012529|HumGut_12529_1	1652603	1641944	Clostridium	Clostridium sp. CAG:678
B31_12_months	k141_91702_1_checkv_1-10662/19326	10662	HumGut_13710	kraken:taxid|3013710|HumGut_13710_1	277673	287938	NA	uncultured Ruminococcaceae bacterium
B31_12_months	k141_91702_1_checkv_1-10662/19326	10662	HumGut_2631	kraken:taxid|3002631|HumGut_2631_1	3136716	3147378	NA	Ruminococcaceae bacterium
B31_12_months	k141_93100	40039	HumGut_16596	kraken:taxid|3016596|HumGut_16596_1	5450371	5490318	Klebsiella	Klebsiella oxytoca
B31_12_months	k141_98239	14481	HumGut_3572	kraken:taxid|3003572|HumGut_3572_1	28447	13977	Bifidobacterium	Bifidobacterium longum
B31_6_months	k141_11868_1_checkv_15022-26051/26051	11030	HumGut_13651	kraken:taxid|3013651|HumGut_13651_1	691254	702191	Streptococcus	Streptococcus mitis
B31_6_months	k141_14658_phage6_271_21386_21_0.66	21116	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	2588763	2609775	Clostridium	Clostridium neonatale
B31_6_months	k141_14733_phage79_44811_66204_17_0.61	21394	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	692896	671503	Clostridium	Clostridium neonatale
B31_6_months	k141_14805	22342	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	2566286	2588076	Clostridium	Clostridium neonatale
B31_6_months	k141_1608_phage84_63741_94688_38_0.68	30948	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	1621251	1592674	Clostridium	Clostridium neonatale
B31_6_months	k141_16416_phage133_34875_78729_41_0.63	43855	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	156007	112153	Clostridium	Clostridium neonatale
B31_6_months	k141_16416_phage134_87170_110211_23_0.7	23042	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	103712	80671	Clostridium	Clostridium neonatale
B31_6_months	k141_16664	11866	HumGut_30407	kraken:taxid|3030407|HumGut_30407_1	3757870	3746278	Acinetobacter	Acinetobacter pittii
B31_6_months	k141_18364	18997	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	2709557	2726933	Clostridium	Clostridium neonatale
B31_6_months	k141_1993	24308	HumGut_30169	kraken:taxid|3030169|HumGut_30169_1	614087	589933	Atopobium	Atopobium sp. ICM42b
B31_6_months	k141_22234	12802	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	2866150	2853934	Clostridium	Clostridium neonatale
B31_6_months	k141_25666_phage210_2_22925_24_0.76	22924	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	2150176	2173043	Clostridium	Clostridium neonatale
B31_6_months	k141_26525_phage96_347_26711_24_0.7	26365	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	2208492	2182128	Clostridium	Clostridium neonatale
B31_6_months	k141_28099	10953	HumGut_14001	kraken:taxid|3014001|HumGut_14001_1	268396	279351	Streptococcus	Streptococcus peroris
B31_6_months	k141_28099	10953	HumGut_14268	kraken:taxid|3014268|HumGut_14268_1	1055871	1066827	Streptococcus	Streptococcus peroris
B31_6_months	k141_28099	10953	HumGut_26945	kraken:taxid|3026945|HumGut_26945_1	576123	587079	Streptococcus	Streptococcus peroris
B31_6_months	k141_29095_phage368_307802_319966_15_0.65	12165	HumGut_11652	kraken:taxid|3011652|HumGut_11652_1	1969533	1981697	Enterococcus	Enterococcus faecalis
B31_6_months	k141_29095_phage368_307802_319966_15_0.65	12165	HumGut_18554	kraken:taxid|3018554|HumGut_18554_1	2836242	2848410	Enterococcus	Enterococcus faecalis
B31_6_months	k141_4481	24966	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	2372169	2347361	Clostridium	Clostridium neonatale
B31_6_months	k141_501	27202	HumGut_29769	kraken:taxid|3029769|HumGut_29769_1	231290	258427	Acinetobacter	Acinetobacter pittii
B31_6_months	k141_501	27202	HumGut_30158	kraken:taxid|3030158|HumGut_30158_1	3668910	3641873	Acinetobacter	Acinetobacter pittii
B31_6_months	k141_501	27202	HumGut_30179	kraken:taxid|3030179|HumGut_30179_1	1928301	1955402	Acinetobacter	Acinetobacter pittii
B31_6_months	k141_501	27202	HumGut_30199	kraken:taxid|3030199|HumGut_30199_1	3839058	3811851	Acinetobacter	Acinetobacter pittii
B31_6_months	k141_501	27202	HumGut_30331	kraken:taxid|3030331|HumGut_30331_1	928418	955615	Acinetobacter	Acinetobacter pittii
B31_6_months	k141_501	27202	HumGut_30433	kraken:taxid|3030433|HumGut_30433_1	269609	242424	Acinetobacter	Acinetobacter pittii
B31_6_months	k141_501	27202	HumGut_30483	kraken:taxid|3030483|HumGut_30483_1	3604938	3577881	Acinetobacter	Acinetobacter pittii
B31_6_months	k141_501	27202	HumGut_30516	kraken:taxid|3030516|HumGut_30516_1	4205619	4178423	Acinetobacter	Acinetobacter pittii
B31_6_months	k141_501	27202	HumGut_30526	kraken:taxid|3030526|HumGut_30526_1	861079	888275	Acinetobacter	Acinetobacter pittii
B31_6_months	k141_501	27202	HumGut_30603	kraken:taxid|3030603|HumGut_30603_1	1673268	1646139	Acinetobacter	Acinetobacter pittii
B31_6_months	k141_501	27202	HumGut_30621	kraken:taxid|3030621|HumGut_30621_1	1322946	1295812	Acinetobacter	Acinetobacter pittii
B31_6_months	k141_501	27202	HumGut_30622	kraken:taxid|3030622|HumGut_30622_1	3855350	3828278	Acinetobacter	Acinetobacter pittii
B31_6_months	k141_6256_phage129_36081_48727_18_0.7	12647	HumGut_24972	kraken:taxid|3024972|HumGut_24972_1	1225645	1212998	Finegoldia	Finegoldia magna
B31_6_months	k141_7076_phage330_2_10300_19_0.92	10299	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	2878553	2868339	Clostridium	Clostridium neonatale
B31_6_months	k141_8173_phage275_3_12702_10_0.58	12700	HumGut_13372	kraken:taxid|3013372|HumGut_13372_1	723131	735829	Prevotella	Prevotella bivia
B31_6_months	k141_9872_phage276_12788_38532_26_0.57	25745	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	445489	419745	Clostridium	Clostridium neonatale
B32_12_months	k141_100733	11254	HumGut_16542	kraken:taxid|3016542|HumGut_16542_1	2338639	2349048	Klebsiella	Klebsiella grimontii
B32_12_months	k141_100733	11254	HumGut_16596	kraken:taxid|3016596|HumGut_16596_1	3833530	3823092	Klebsiella	Klebsiella oxytoca
B32_12_months	k141_13355	21536	HumGut_17333	kraken:taxid|3017333|HumGut_17333_1	1540767	1560243	Blautia	Blautia coccoides
B32_12_months	k141_15450	14511	HumGut_14838	kraken:taxid|3014838|HumGut_14838_1	692628	678132	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_14884	kraken:taxid|3014884|HumGut_14884_1	329136	343632	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_15027	kraken:taxid|3015027|HumGut_15027_1	1079407	1093905	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_15111	kraken:taxid|3015111|HumGut_15111_1	832656	847166	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_15217	kraken:taxid|3015217|HumGut_15217_1	318526	333021	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_15341	kraken:taxid|3015341|HumGut_15341_1	559678	545184	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_15386	kraken:taxid|3015386|HumGut_15386_1	704599	690101	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_15484	kraken:taxid|3015484|HumGut_15484_1	1417416	1431918	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_15768	kraken:taxid|3015768|HumGut_15768_1	1619528	1634022	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_15801	kraken:taxid|3015801|HumGut_15801_1	490604	476093	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_15884	kraken:taxid|3015884|HumGut_15884_1	292157	278787	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_15891	kraken:taxid|3015891|HumGut_15891_1	836484	821985	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_16337	kraken:taxid|3016337|HumGut_16337_1	191847	206345	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_16646	kraken:taxid|3016646|HumGut_16646_1	1799465	1813977	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_17187	kraken:taxid|3017187|HumGut_17187_1	384892	370397	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_19253	kraken:taxid|3019253|HumGut_19253_1	360563	374952	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_20445	kraken:taxid|3020445|HumGut_20445_1	219312	233806	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_22897	kraken:taxid|3022897|HumGut_22897_1	187965	173469	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_23534	kraken:taxid|3023534|HumGut_23534_1	805023	790528	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_23636	kraken:taxid|3023636|HumGut_23636_1	68439	53944	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_23888	kraken:taxid|3023888|HumGut_23888_1	960136	945624	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_24293	kraken:taxid|3024293|HumGut_24293_1	310279	324789	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_24410	kraken:taxid|3024410|HumGut_24410_1	83674	98168	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_24569	kraken:taxid|3024569|HumGut_24569_1	572269	557771	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_25230	kraken:taxid|3025230|HumGut_25230_1	256360	270872	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_25301	kraken:taxid|3025301|HumGut_25301_1	14729	233	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_25337	kraken:taxid|3025337|HumGut_25337_1	1266323	1251827	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_25616	kraken:taxid|3025616|HumGut_25616_1	1666719	1652226	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_26035	kraken:taxid|3026035|HumGut_26035_1	333919	319409	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_26594	kraken:taxid|3026594|HumGut_26594_1	128500	114004	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_26725	kraken:taxid|3026725|HumGut_26725_1	639827	625332	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_26793	kraken:taxid|3026793|HumGut_26793_1	1071625	1086136	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_26917	kraken:taxid|3026917|HumGut_26917_1	1050186	1035674	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_26922	kraken:taxid|3026922|HumGut_26922_1	396958	382448	Veillonella	Veillonella atypica
B32_12_months	k141_15450	14511	HumGut_28343	kraken:taxid|3028343|HumGut_28343_1	420271	405774	Veillonella	Veillonella atypica
B32_12_months	k141_22257_phage439_4000_14900_11_0.55	10901	HumGut_12993	kraken:taxid|3012993|HumGut_12993_1	3183670	3194570	Clostridioides	Clostridioides difficile
B32_12_months	k141_22257_phage439_4000_14900_11_0.55	10901	HumGut_13313	kraken:taxid|3013313|HumGut_13313_1	542988	532087	Clostridioides	Clostridioides difficile
B32_12_months	k141_22257_phage439_4000_14900_11_0.55	10901	HumGut_21438	kraken:taxid|3021438|HumGut_21438_1	2507557	2496664	Clostridioides	Clostridioides difficile
B32_12_months	k141_22257_phage439_4000_14900_11_0.55	10901	HumGut_22248	kraken:taxid|3022248|HumGut_22248_1	1807628	1818509	Clostridioides	Clostridioides difficile
B32_12_months	k141_23984_phage809_6313_19375_14_0.64	13063	HumGut_2433	kraken:taxid|3002433|HumGut_2433_1	1855361	1868162	Oscillibacter	Oscillibacter sp. ER4
B32_12_months	k141_24505	10170	HumGut_12993	kraken:taxid|3012993|HumGut_12993_1	871216	881385	Clostridioides	Clostridioides difficile
B32_12_months	k141_24505	10170	HumGut_13313	kraken:taxid|3013313|HumGut_13313_1	2415017	2425158	Clostridioides	Clostridioides difficile
B32_12_months	k141_28996_phage792_22572_36949_10_0.52	14378	HumGut_585	kraken:taxid|3000585|HumGut_585_1	171094	156717	Parabacteroides	Parabacteroides distasonis
B32_12_months	k141_30138	15355	HumGut_12249	kraken:taxid|3012249|HumGut_12249_1	33285	48642	Veillonella	Veillonella parvula
B32_12_months	k141_30138	15355	HumGut_12290	kraken:taxid|3012290|HumGut_12290_1	421003	405644	Veillonella	Veillonella parvula
B32_12_months	k141_30138	15355	HumGut_13119	kraken:taxid|3013119|HumGut_13119_1	1254764	1270134	Veillonella	Veillonella parvula
B32_12_months	k141_30138	15355	HumGut_14819	kraken:taxid|3014819|HumGut_14819_1	701810	686448	Veillonella	Veillonella parvula
B32_12_months	k141_30138	15355	HumGut_17410	kraken:taxid|3017410|HumGut_17410_1	569570	554215	Veillonella	Veillonella parvula
B32_12_months	k141_30138	15355	HumGut_18300	kraken:taxid|3018300|HumGut_18300_1	924192	938035	Veillonella	Veillonella parvula
B32_12_months	k141_30138	15355	HumGut_19652	kraken:taxid|3019652|HumGut_19652_1	526810	511448	Veillonella	Veillonella parvula
B32_12_months	k141_30138	15355	HumGut_22911	kraken:taxid|3022911|HumGut_22911_1	426863	442220	Veillonella	Veillonella parvula
B32_12_months	k141_30367	10224	HumGut_16596	kraken:taxid|3016596|HumGut_16596_1	3433402	3423167	Klebsiella	Klebsiella oxytoca
B32_12_months	k141_33065_phage597_3_27459_28_0.81	27456	HumGut_3619	kraken:taxid|3003619|HumGut_3619_1	2110101	2137116	Clostridium	Clostridium sp. AF37-5
B32_12_months	k141_33065_phage597_3_27459_28_0.81	27456	HumGut_6764	kraken:taxid|3006764|HumGut_6764_1	798822	773994	Clostridium	Clostridium sp. SN20
B32_12_months	k141_34371_phage858_59158_94266_33_0.66	35109	HumGut_1	kraken:taxid|3000001|HumGut_1_1	1855951	1891060	Phocaeicola	Phocaeicola vulgatus
B32_12_months	k141_34371_phage858_59158_94266_33_0.66	35109	HumGut_10126	kraken:taxid|3010126|HumGut_10126_1	91169	56060	Phocaeicola	Phocaeicola plebeius
B32_12_months	k141_34371_phage858_59158_94266_33_0.66	35109	HumGut_11265	kraken:taxid|3011265|HumGut_11265_1	365187	399136	Enterococcus	Enterococcus hirae
B32_12_months	k141_34371_phage858_59158_94266_33_0.66	35109	HumGut_1249	kraken:taxid|3001249|HumGut_1249_1	123784	158893	Bacteroides	Bacteroides stercoris
B32_12_months	k141_34371_phage858_59158_94266_33_0.66	35109	HumGut_17888	kraken:taxid|3017888|HumGut_17888_1	2516997	2552106	Gabonibacter	Gabonibacter massiliensis
B32_12_months	k141_34371_phage858_59158_94266_33_0.66	35109	HumGut_1872	kraken:taxid|3001872|HumGut_1872_1	3383216	3418325	Bacteroides	Bacteroides xylanisolvens
B32_12_months	k141_34371_phage858_59158_94266_33_0.66	35109	HumGut_1902	kraken:taxid|3001902|HumGut_1902_1	6476806	6511915	Bacteroides	Bacteroides xylanisolvens
B32_12_months	k141_34371_phage858_59158_94266_33_0.66	35109	HumGut_3243	kraken:taxid|3003243|HumGut_3243_1	31969	1	Bacteroides	Bacteroides xylanisolvens
B32_12_months	k141_34371_phage858_59158_94266_33_0.66	35109	HumGut_3551	kraken:taxid|3003551|HumGut_3551_1	1078524	1110222	Phocaeicola	Phocaeicola plebeius
B32_12_months	k141_34371_phage858_59158_94266_33_0.66	35109	HumGut_4488	kraken:taxid|3004488|HumGut_4488_1	2395186	2430295	Prevotella	Prevotella copri
B32_12_months	k141_34371_phage858_59158_94266_33_0.66	35109	HumGut_5028	kraken:taxid|3005028|HumGut_5028_1	4064795	4029686	Bacteroides	Bacteroides sp. OF02-3LB
B32_12_months	k141_34371_phage858_59158_94266_33_0.66	35109	HumGut_7410	kraken:taxid|3007410|HumGut_7410_1	656610	688218	Phocaeicola	Phocaeicola plebeius
B32_12_months	k141_34371_phage858_59158_94266_33_0.66	35109	HumGut_840	kraken:taxid|3000840|HumGut_840_1	37065	1956	Phocaeicola	Phocaeicola dorei
B32_12_months	k141_34841_phage984_3319_13989_11_0.67	10671	HumGut_10926	kraken:taxid|3010926|HumGut_10926_1	1357478	1368137	Clostridium	Clostridium sp. CAG:1013
B32_12_months	k141_34841_phage984_3319_13989_11_0.67	10671	HumGut_2333	kraken:taxid|3002333|HumGut_2333_1	281819	292481	Faecalibacterium	Faecalibacterium prausnitzii
B32_12_months	k141_34841_phage984_3319_13989_11_0.67	10671	HumGut_273	kraken:taxid|3000273|HumGut_273_1	857664	846997	Faecalibacterium	Faecalibacterium prausnitzii
B32_12_months	k141_34841_phage984_3319_13989_11_0.67	10671	HumGut_456	kraken:taxid|3000456|HumGut_456_1	2618838	2628746	Faecalibacterium	Faecalibacterium prausnitzii
B32_12_months	k141_36295_1_checkv_141282-168061/168061	26780	HumGut_318	kraken:taxid|3000318|HumGut_318_1	32049	5270	Blautia	Blautia wexlerae
B32_12_months	k141_36757_phage328_10235_33397_24_0.75	23163	HumGut_10273	kraken:taxid|3010273|HumGut_10273_1	223596	246066	Erysipelatoclostridium	[Clostridium] innocuum
B32_12_months	k141_36757_phage328_10235_33397_24_0.75	23163	HumGut_11367	kraken:taxid|3011367|HumGut_11367_1	864503	886988	Blautia	Blautia sp. An81
B32_12_months	k141_36757_phage328_10235_33397_24_0.75	23163	HumGut_11546	kraken:taxid|3011546|HumGut_11546_1	1287107	1264645	Faecalicatena	Faecalicatena contorta
B32_12_months	k141_36757_phage328_10235_33397_24_0.75	23163	HumGut_12231	kraken:taxid|3012231|HumGut_12231_1	3041485	3064107	NA	Ruminococcaceae bacterium
B32_12_months	k141_36757_phage328_10235_33397_24_0.75	23163	HumGut_12427	kraken:taxid|3012427|HumGut_12427_1	3160385	3182845	NA	uncultured Clostridiales bacterium
B32_12_months	k141_36757_phage328_10235_33397_24_0.75	23163	HumGut_12666	kraken:taxid|3012666|HumGut_12666_1	893297	870836	Merdibacter	Merdibacter massiliensis
B32_12_months	k141_36757_phage328_10235_33397_24_0.75	23163	HumGut_13185	kraken:taxid|3013185|HumGut_13185_1	1288895	1266425	NA	Firmicutes bacterium CAG:145
B32_12_months	k141_36757_phage328_10235_33397_24_0.75	23163	HumGut_13432	kraken:taxid|3013432|HumGut_13432_1	991556	1014017	Monoglobus	Monoglobus pectinilyticus
B32_12_months	k141_36757_phage328_10235_33397_24_0.75	23163	HumGut_13462	kraken:taxid|3013462|HumGut_13462_1	1562608	1585069	Anaerotruncus	Anaerotruncus sp. CAG:528
B32_12_months	k141_36757_phage328_10235_33397_24_0.75	23163	HumGut_13553	kraken:taxid|3013553|HumGut_13553_1	4903015	4925467	Enterocloster	Enterocloster asparagiformis
B32_12_months	k141_36757_phage328_10235_33397_24_0.75	23163	HumGut_1520	kraken:taxid|3001520|HumGut_1520_1	80648	103109	Ruminococcus	Ruminococcus bromii
B32_12_months	k141_36757_phage328_10235_33397_24_0.75	23163	HumGut_15340	kraken:taxid|3015340|HumGut_15340_1	2067172	2044711	Anaerostipes	Anaerostipes rhamnosivorans
B32_12_months	k141_36757_phage328_10235_33397_24_0.75	23163	HumGut_20857	kraken:taxid|3020857|HumGut_20857_1	918184	940637	Clostridium	Clostridium sp. K4410.MGS-306
B32_12_months	k141_36757_phage328_10235_33397_24_0.75	23163	HumGut_4780	kraken:taxid|3004780|HumGut_4780_1	119847	97388	Mediterraneibacter	Mediterraneibacter glycyrrhizinilyticus
B32_12_months	k141_36757_phage328_10235_33397_24_0.75	23163	HumGut_5000	kraken:taxid|3005000|HumGut_5000_1	1628256	1650717	NA	[Eubacterium] siraeum
B32_12_months	k141_36757_phage328_10235_33397_24_0.75	23163	HumGut_8253	kraken:taxid|3008253|HumGut_8253_1	1674030	1696518	Alistipes	Alistipes sp. Marseille-P5061
B32_12_months	k141_36757_phage328_10235_33397_24_0.75	23163	HumGut_8445	kraken:taxid|3008445|HumGut_8445_1	1644218	1621757	NA	Ruminococcaceae bacterium
B32_12_months	k141_36757_phage328_10235_33397_24_0.75	23163	HumGut_9431	kraken:taxid|3009431|HumGut_9431_1	513340	490879	Bittarella	Bittarella massiliensis
B32_12_months	k141_36757_phage328_10235_33397_24_0.75	23163	HumGut_9767	kraken:taxid|3009767|HumGut_9767_1	5189089	5211543	Clostridium	Clostridium sp. 1001175st1 A10
B32_12_months	k141_36874_phage349_820_14534_21_0.73	13715	HumGut_28499	kraken:taxid|3028499|HumGut_28499_1	1221754	1208646	Acinetobacter	Acinetobacter pittii
B32_12_months	k141_38662	11870	HumGut_30407	kraken:taxid|3030407|HumGut_30407_1	3757870	3746278	Acinetobacter	Acinetobacter pittii
B32_12_months	k141_3882_phage613_4515_20484_10_0.59	15970	HumGut_11306	kraken:taxid|3011306|HumGut_11306_1	968282	952313	Massilioclostridium	Massilioclostridium coli
B32_12_months	k141_3882_phage613_4515_20484_10_0.59	15970	HumGut_12771	kraken:taxid|3012771|HumGut_12771_1	1009591	993622	Eubacterium	uncultured Eubacterium sp.
B32_12_months	k141_3882_phage613_4515_20484_10_0.59	15970	HumGut_2199	kraken:taxid|3002199|HumGut_2199_1	189567	205536	Mediterraneibacter	[Ruminococcus] lactaris
B32_12_months	k141_3882_phage613_4515_20484_10_0.59	15970	HumGut_2851	kraken:taxid|3002851|HumGut_2851_1	665560	681529	Roseburia	Roseburia sp. AF12-17LB
B32_12_months	k141_3882_phage613_4515_20484_10_0.59	15970	HumGut_3744	kraken:taxid|3003744|HumGut_3744_1	121290	137259	Ruminococcus	Ruminococcus sp. AM42-11
B32_12_months	k141_3882_phage613_4515_20484_10_0.59	15970	HumGut_404	kraken:taxid|3000404|HumGut_404_1	333606	349575	Dorea	Dorea formicigenerans
B32_12_months	k141_3882_phage613_4515_20484_10_0.59	15970	HumGut_797	kraken:taxid|3000797|HumGut_797_1	3155532	3171501	Mediterraneibacter	Mediterraneibacter faecis
B32_12_months	k141_3882_phage613_4515_20484_10_0.59	15970	HumGut_8714	kraken:taxid|3008714|HumGut_8714_1	93425	109386	Roseburia	Roseburia sp. AM59-24XD
