sample	contig	qlen	ref	sstart	send	host_genus	host_species
B34_12_months	k141_4174	38185	B34_12_months__562_Escherichia_coli__k141_4174	1	38185	Escherichia	Escherichia coli
B34_12_months	k141_42091	14371	B34_12_months__1680_Bifidobacterium_adolescentis__k141_42091	1	14371	Bifidobacterium	Bifidobacterium adolescentis
B34_12_months	k141_42621	11260	B34_12_months__1547_Erysipelatoclostridium_ramosum__k141_42621	1	11260	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B34_12_months	k141_43025_phage369_25150_37537_28_0.77	12388	B34_12_months__1547_Erysipelatoclostridium_ramosum__k141_43025	25151	37538	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B34_12_months	k141_44125	34136	B34_12_months__84112_Eggerthella_lenta__k141_44125	1	34136	Eggerthella	Eggerthella lenta
B34_12_months	k141_45062_phage734_18097_47063_14_0.67	28967	B34_12_months__1547_Erysipelatoclostridium_ramosum__k141_45062	18098	47064	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B34_12_months	k141_45563	16199	B34_12_months__1262943_Roseburia_sp._CAG:197__k141_45563	1	16199	Roseburia	Roseburia sp. CAG:197
B34_12_months	k141_46793_1_checkv_22700-40497/40497	17798	B34_12_months__1547_Erysipelatoclostridium_ramosum__k141_46793	22700	40497	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B34_12_months	k141_47546	13323	B34_12_months__418240_Blautia_wexlerae__k141_47546	1	13323	Blautia	Blautia wexlerae
B34_12_months	k141_47787	32131	B34_12_months__817_Bacteroides_fragilis__k141_47787	1	32131	Bacteroides	Bacteroides fragilis
B34_12_months	k141_4786_phage861_93567_119640_22_0.52	26074	B34_12_months__1262885_Eubacterium_sp._CAG:248__k141_4786	93568	119641	Eubacterium	Eubacterium sp. CAG:248
B34_12_months	k141_48197_1_checkv_6334-43640/45730	37307	B34_12_months__216816_Bifidobacterium_longum__k141_48197	6334	43640	Bifidobacterium	Bifidobacterium longum
B34_12_months	k141_48290	12345	B34_12_months__239935_Akkermansia_muciniphila__k141_48290	1	12345	Akkermansia	Akkermansia muciniphila
B34_12_months	k141_48894_1_checkv_287054-313788/313788	26735	B34_12_months__626929_Bacteroides_clarus__k141_48894	287054	313788	Bacteroides	Bacteroides clarus
B34_12_months	k141_49242_phage446_3_24866_21_0.88	24864	B34_12_months__1547_Erysipelatoclostridium_ramosum__k141_49242	4	24867	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B34_12_months	k141_49371	37413	B34_12_months__1680_Bifidobacterium_adolescentis__k141_49371	1	37413	Bifidobacterium	Bifidobacterium adolescentis
B34_12_months	k141_49544	18800	B34_12_months__1680_Bifidobacterium_adolescentis__k141_49544	1	18800	Bifidobacterium	Bifidobacterium adolescentis
B34_12_months	k141_50572_phage680_34768_53890_16_0.61	19123	B34_12_months__1262779_Clostridium_sp._CAG:217__k141_50572	34769	53891	Clostridium	Clostridium sp. CAG:217
B34_12_months	k141_50883	27362	B34_12_months__216816_Bifidobacterium_longum__k141_50883	1	27362	Bifidobacterium	Bifidobacterium longum
B34_12_months	k141_51313_phage822_206361_224652_20_0.67	18292	B34_12_months__823_Parabacteroides_distasonis__k141_51313	206362	224653	Parabacteroides	Parabacteroides distasonis
B34_12_months	k141_51767_1_checkv_19056-56258/109273	37203	B34_12_months__1547_Erysipelatoclostridium_ramosum__k141_51767	19056	56258	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B34_12_months	k141_52209	17116	B34_12_months__1262943_Roseburia_sp._CAG:197__k141_52209	1	17116	Roseburia	Roseburia sp. CAG:197
B34_12_months	k141_5533_1_checkv_4203-47950/47950	43748	B34_12_months__33038_[Ruminococcus]_gnavus__k141_5533	4203	47950	Mediterraneibacter	[Ruminococcus] gnavus
B34_12_months	k141_55491	32833	B34_12_months__84112_Eggerthella_lenta__k141_55491	1	32833	Eggerthella	Eggerthella lenta
B34_12_months	k141_55494	22731	B34_12_months__487175_Parasutterella_excrementihominis__k141_55494	1	22731	Parasutterella	Parasutterella excrementihominis
B34_12_months	k141_55662	27916	B34_12_months__33038_[Ruminococcus]_gnavus__k141_55662	1	27916	Mediterraneibacter	[Ruminococcus] gnavus
B34_12_months	k141_56337	11213	B34_12_months__2292372_Ruminococcus_sp._AM42-11__k141_56337	1	11213	Ruminococcus	Ruminococcus sp. AM42-11
B34_12_months	k141_56355_phage610_2080_22601_25_0.71	20522	B34_12_months__33038_[Ruminococcus]_gnavus__k141_56355	2081	22602	Mediterraneibacter	[Ruminococcus] gnavus
B34_12_months	k141_57400_1_checkv_55958-89913/89913	33956	B34_12_months__142586_Eubacterium_sp.__k141_57400	55958	89913	Eubacterium	Eubacterium sp.
B34_12_months	k141_58032	10314	B34_12_months__33945_Enterococcus_avium__k141_58032	1	10314	Enterococcus	Enterococcus avium
B34_12_months	k141_58746	46257	B34_12_months__301301_Roseburia_hominis__k141_58746	1	46257	Roseburia	Roseburia hominis
B34_12_months	k141_59732	12529	B34_12_months__562_Escherichia_coli__k141_59732	1	12529	Escherichia	Escherichia coli
B34_12_months	k141_62298	15567	B34_12_months__1262943_Roseburia_sp._CAG:197__k141_62298	1	15567	Roseburia	Roseburia sp. CAG:197
B34_12_months	k141_6260	33215	B34_12_months__626929_Bacteroides_clarus__k141_6260	1	33215	Bacteroides	Bacteroides clarus
B34_12_months	k141_63293_phage851_108592_130552_16_0.73	21961	B34_12_months__487175_Parasutterella_excrementihominis__k141_63293	108593	130553	Parasutterella	Parasutterella excrementihominis
B34_12_months	k141_63414_phage893_6331_33049_28_0.7	26719	B34_12_months__150055_Streptococcus_lutetiensis__k141_63414	6332	33050	Streptococcus	Streptococcus lutetiensis
B34_12_months	k141_63731_phage945_1363_33904_32_0.61	32542	B34_12_months__1547_Erysipelatoclostridium_ramosum__k141_63731	1364	33905	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B34_12_months	k141_6409_phage102_70496_99284_19_0.59	28789	B34_12_months__817_Bacteroides_fragilis__k141_6409	70497	99285	Bacteroides	Bacteroides fragilis
B34_12_months	k141_64537_phage1035_18_14677_12_0.74	14660	B34_12_months__100884_Coprobacillus_cateniformis__k141_64537	19	14678	Coprobacillus	Coprobacillus cateniformis
B34_12_months	k141_66763	62393	B34_12_months__1262889_Eubacterium_sp._CAG:38__k141_66763	1	62393	Eubacterium	Eubacterium sp. CAG:38
B34_12_months	k141_66857_phage484_25629_44391_16_0.58	18763	B34_12_months__1547_Erysipelatoclostridium_ramosum__k141_66857	25630	44392	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B34_12_months	k141_66857_phage485_47034_67257_20_0.56	20224	B34_12_months__1547_Erysipelatoclostridium_ramosum__k141_66857	47035	67258	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B34_12_months	k141_67783_phage612_24_18376_20_0.77	18353	B34_12_months__1547_Erysipelatoclostridium_ramosum__k141_67783	25	18377	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B34_12_months	k141_68506_phage697_1_18290_26_0.71	18290	B34_12_months__626929_Bacteroides_clarus__k141_68506	2	18291	Bacteroides	Bacteroides clarus
B34_12_months	k141_6945_1_checkv_58237-97406/233514	39170	B34_12_months__33038_[Ruminococcus]_gnavus__k141_6945	58237	97406	Mediterraneibacter	[Ruminococcus] gnavus
B34_12_months	k141_70726_phage51_30240_58565_27_0.66	28326	B34_12_months__818_Bacteroides_thetaiotaomicron__k141_70726	30241	58566	Bacteroides	Bacteroides thetaiotaomicron
B34_12_months	k141_70937_phage84_211_12929_15_0.59	12719	B34_12_months__33038_[Ruminococcus]_gnavus__k141_70937	212	12930	Mediterraneibacter	[Ruminococcus] gnavus
B34_12_months	k141_70958	10293	B34_12_months__33038_[Ruminococcus]_gnavus__k141_70958	1	10293	Mediterraneibacter	[Ruminococcus] gnavus
B34_12_months	k141_71536_phage192_19535_44870_16_0.64	25336	B34_12_months__817_Bacteroides_fragilis__k141_71536	19536	44871	Bacteroides	Bacteroides fragilis
B34_12_months	k141_72518_1_checkv_97826-139835/144564	42010	B34_12_months__649756_Anaerostipes_hadrus__k141_72518	97826	139835	Anaerostipes	Anaerostipes hadrus
B34_12_months	k141_72524_phage444_15094_48953_25_0.66	33860	B34_12_months__1547_Erysipelatoclostridium_ramosum__k141_72524	15095	48954	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B34_12_months	k141_72524_phage445_56529_87491_21_0.61	30963	B34_12_months__1547_Erysipelatoclostridium_ramosum__k141_72524	56530	87492	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B34_12_months	k141_73907	124841	B34_12_months__1262889_Eubacterium_sp._CAG:38__k141_73907	1	124841	Eubacterium	Eubacterium sp. CAG:38
B34_12_months	k141_76530	11800	B34_12_months__33945_Enterococcus_avium__k141_76530	1	11800	Enterococcus	Enterococcus avium
B34_12_months	k141_76587_phage38_1_46675_55_0.91	46675	B34_12_months__435842_Streptococcus_sp._C150__k141_76587	2	46676	Streptococcus	Streptococcus sp. C150
B34_12_months	k141_77804_phage289_45676_68560_25_0.57	22884	B34_12_months__1547_Erysipelatoclostridium_ramosum__k141_77804	45677	68560	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B34_12_months	k141_78259	32092	B34_12_months__1680_Bifidobacterium_adolescentis__k141_78259	1	32092	Bifidobacterium	Bifidobacterium adolescentis
B34_12_months	k141_78384_phage408_6169_18364_15_0.58	12196	B34_12_months__418240_Blautia_wexlerae__k141_78384	6170	18365	Blautia	Blautia wexlerae
B34_12_months	k141_78530_phage436_1_10474_10_0.78	10474	B34_12_months__1262779_Clostridium_sp._CAG:217__k141_78530	2	10475	Clostridium	Clostridium sp. CAG:217
B34_12_months	k141_78896_phage510_78786_111941_37_0.68	33156	B34_12_months__823_Parabacteroides_distasonis__k141_78896	78787	111942	Parabacteroides	Parabacteroides distasonis
B34_12_months	k141_79309	31561	B34_12_months__1262889_Eubacterium_sp._CAG:38__k141_79309	1	31561	Eubacterium	Eubacterium sp. CAG:38
B34_12_months	k141_79697	28036	B34_12_months__216816_Bifidobacterium_longum__k141_79697	1	28036	Bifidobacterium	Bifidobacterium longum
B34_12_months	k141_79879_1_checkv_5191-52844/100513	47654	B34_12_months__853_Faecalibacterium_prausnitzii__k141_79879	5191	52844	Faecalibacterium	Faecalibacterium prausnitzii
B34_12_months	k141_80755	22880	B34_12_months__2292961_Blautia_sp._AF19-10LB__k141_80755	1	22880	Blautia	Blautia sp. AF19-10LB
B34_12_months	k141_82265	11545	B34_12_months__33945_Enterococcus_avium__k141_82265	1	11545	Enterococcus	Enterococcus avium
B34_12_months	k141_83284	30292	B34_12_months__216816_Bifidobacterium_longum__k141_83284	1	30292	Bifidobacterium	Bifidobacterium longum
B34_12_months	k141_83292	15963	B34_12_months__216816_Bifidobacterium_longum__k141_83292	1	15963	Bifidobacterium	Bifidobacterium longum
B34_12_months	k141_83341	24731	B34_12_months__562_Escherichia_coli__k141_83341	1	24731	Escherichia	Escherichia coli
B34_12_months	k141_84118_1_checkv_1-12920/24375	12920	B34_12_months__2292372_Ruminococcus_sp._AM42-11__k141_84118	1	12920	Ruminococcus	Ruminococcus sp. AM42-11
B34_12_months	k141_85529_phage630_767_24804_24_0.75	24038	B34_12_months__1522_[Clostridium]_innocuum__k141_85529	768	24805	Erysipelatoclostridium	[Clostridium] innocuum
B34_12_months	k141_85791_phage678_283_15298_13_0.54	15016	B34_12_months__2292961_Blautia_sp._AF19-10LB__k141_85791	284	15299	Blautia	Blautia sp. AF19-10LB
B34_12_months	k141_86064_1_checkv_33130-86907/128758	53778	B34_12_months__301301_Roseburia_hominis__k141_86064	33130	86907	Roseburia	Roseburia hominis
B34_12_months	k141_87357	16088	B34_12_months__853_Faecalibacterium_prausnitzii__k141_87357	1	16088	Faecalibacterium	Faecalibacterium prausnitzii
B34_12_months	k141_8768_phage556_145_12565_18_0.55	12421	B34_12_months__301301_Roseburia_hominis__k141_8768	146	12566	Roseburia	Roseburia hominis
B34_12_months	k141_89106_phage198_2304_13373_15_0.64	11070	B34_12_months__358742_Enterocloster_aldensis__k141_89106	2305	13374	Enterocloster	Enterocloster aldensis
B34_12_months	k141_89106_phage199_13820_26637_17_0.68	12818	B34_12_months__358742_Enterocloster_aldensis__k141_89106	13821	26638	Enterocloster	Enterocloster aldensis
B34_12_months	k141_89183	37094	B34_12_months__626929_Bacteroides_clarus__k141_89183	1	37094	Bacteroides	Bacteroides clarus
B34_12_months	k141_90274	27437	B34_12_months__562_Escherichia_coli__k141_90274	1	27437	Escherichia	Escherichia coli
B34_12_months	k141_90282_1_checkv_1-10229/25533	10229	B34_12_months__818_Bacteroides_thetaiotaomicron__k141_90282	1	10229	Bacteroides	Bacteroides thetaiotaomicron
B34_12_months	k141_90406	17609	B34_12_months__1685_Bifidobacterium_breve__k141_90406	1	17609	Bifidobacterium	Bifidobacterium breve
B34_12_months	k141_90863_phage536_34732_57873_24_0.58	23142	B34_12_months__150055_Streptococcus_lutetiensis__k141_90863	34733	57874	Streptococcus	Streptococcus lutetiensis
B34_12_months	k141_91214_1_checkv_74668-98404/98404	23737	B34_12_months__626929_Bacteroides_clarus__k141_91214	74668	98404	Bacteroides	Bacteroides clarus
B34_12_months	k141_9914	24170	B34_12_months__562_Escherichia_coli__k141_9914	1	24170	Escherichia	Escherichia coli
B35_1_month	k141_10033_phage188_1_28150_20_0.69	28150	B35_1_month__1502_Clostridium_perfringens__k141_10033	2	28151	Clostridium	Clostridium perfringens
B35_1_month	k141_10118	10002	B35_1_month__573_Klebsiella_pneumoniae__k141_10118	1	10002	Klebsiella	Klebsiella pneumoniae
B35_1_month	k141_10462_1_checkv_3167-42662/100162	39496	B35_1_month__573_Klebsiella_pneumoniae__k141_10462	3167	42662	Klebsiella	Klebsiella pneumoniae
B35_1_month	k141_10548_phage218_119750_157417_31_0.72	37668	B35_1_month__160453_Enterococcus_gilvus__k141_10548	119751	157418	Enterococcus	Enterococcus gilvus
B35_1_month	k141_10778_phage295_154_36415_35_0.7	36262	B35_1_month__29363_Clostridium_paraputrificum__k141_10778	155	36416	Clostridium	Clostridium paraputrificum
B35_1_month	k141_11155_phage31_13252_25672_11_0.73	12421	B35_1_month__29363_Clostridium_paraputrificum__k141_11155	13253	25673	Clostridium	Clostridium paraputrificum
B35_1_month	k141_11295	38682	B35_1_month__1028307_Klebsiella_aerogenes__k141_11295	1	38682	Klebsiella	Klebsiella aerogenes
B35_1_month	k141_11295	38682	B35_1_month__1028307_Klebsiella_aerogenes__k141_11295	38682	1	Klebsiella	Klebsiella aerogenes
B35_1_month	k141_11298_phage97_22492_40808_19_0.75	18317	B35_1_month__29363_Clostridium_paraputrificum__k141_11298	22493	40809	Clostridium	Clostridium paraputrificum
B35_1_month	k141_11376	10800	B35_1_month__1282_Staphylococcus_epidermidis__k141_11376	1	10800	Staphylococcus	Staphylococcus epidermidis
B35_1_month	k141_11542_1_checkv_372695-410670/684281	37976	B35_1_month__1502_Clostridium_perfringens__k141_11542	372695	410670	Clostridium	Clostridium perfringens
B35_1_month	k141_11711_phage329_55368_98816_38_0.63	43449	B35_1_month__1502_Clostridium_perfringens__k141_11711	55369	98817	Clostridium	Clostridium perfringens
B35_1_month	k141_11711_phage336_328394_374250_36_0.72	45857	B35_1_month__1502_Clostridium_perfringens__k141_11711	328395	374251	Clostridium	Clostridium perfringens
B35_1_month	k141_11711_phage339_434346_457949_21_0.7	23604	B35_1_month__1502_Clostridium_perfringens__k141_11711	434347	457950	Clostridium	Clostridium perfringens
B35_1_month	k141_11711_phage345_730834_774238_47_0.72	43405	B35_1_month__1502_Clostridium_perfringens__k141_11711	730835	774239	Clostridium	Clostridium perfringens
B35_1_month	k141_12419	17342	B35_1_month__1282_Staphylococcus_epidermidis__k141_12419	1	17342	Staphylococcus	Staphylococcus epidermidis
B35_1_month	k141_12979_phage174_104_65746_67_0.65	65643	B35_1_month__29363_Clostridium_paraputrificum__k141_12979	105	65747	Clostridium	Clostridium paraputrificum
B35_1_month	k141_13073_phage192_798_18534_17_0.73	17737	B35_1_month__29363_Clostridium_paraputrificum__k141_13073	799	18535	Clostridium	Clostridium paraputrificum
B35_1_month	k141_13415_1_checkv_75541-97344/97344	21804	B35_1_month__1351_Enterococcus_faecalis__k141_13415	75541	97344	Enterococcus	Enterococcus faecalis
B35_1_month	k141_13716_phage116_2104_24097_22_0.63	21994	B35_1_month__29363_Clostridium_paraputrificum__k141_13716	2105	24098	Clostridium	Clostridium paraputrificum
B35_1_month	k141_14099_phage221_368_21243_19_0.62	20876	B35_1_month__29363_Clostridium_paraputrificum__k141_14099	369	21244	Clostridium	Clostridium paraputrificum
B35_1_month	k141_14344_phage54_36364_75968_29_0.8	39605	B35_1_month__29363_Clostridium_paraputrificum__k141_14344	36365	75969	Clostridium	Clostridium paraputrificum
B35_1_month	k141_14576_phage150_148632_183690_22_0.63	35059	B35_1_month__1502_Clostridium_perfringens__k141_14576	148633	183691	Clostridium	Clostridium perfringens
B35_1_month	k141_14576_phage152_240519_287735_40_0.7	47217	B35_1_month__1502_Clostridium_perfringens__k141_14576	240520	287736	Clostridium	Clostridium perfringens
B35_1_month	k141_14576_phage153_292155_307561_16_0.65	15407	B35_1_month__1502_Clostridium_perfringens__k141_14576	292156	307562	Clostridium	Clostridium perfringens
B35_1_month	k141_14576_phage154_312383_356190_42_0.72	43808	B35_1_month__1502_Clostridium_perfringens__k141_14576	312384	356191	Clostridium	Clostridium perfringens
B35_1_month	k141_14945_1_checkv_44313-87384/87384	43072	B35_1_month__562_Escherichia_coli__k141_14945	44313	87384	Escherichia	Escherichia coli
B35_1_month	k141_15722_phage237_3_27624_53_0.91	27622	B35_1_month__1282_Staphylococcus_epidermidis__k141_15722	4	27625	Staphylococcus	Staphylococcus epidermidis
B35_1_month	k141_15722_phage238_28117_42875_16_0.75	14759	B35_1_month__1282_Staphylococcus_epidermidis__k141_15722	28118	42876	Staphylococcus	Staphylococcus epidermidis
B35_1_month	k141_15733_phage279_1_37376_53_0.88	37375	B35_1_month__1502_Clostridium_perfringens__k141_15733	2	37376	Clostridium	Clostridium perfringens
B35_1_month	k141_1763	10286	B35_1_month__562_Escherichia_coli__k141_1763	1	10286	Escherichia	Escherichia coli
B35_1_month	k141_2078_1_checkv_162939-207427/218068	44489	B35_1_month__160453_Enterococcus_gilvus__k141_2078	162939	207427	Enterococcus	Enterococcus gilvus
B35_1_month	k141_226	22289	B35_1_month__573_Klebsiella_pneumoniae__k141_226	1	22289	Klebsiella	Klebsiella pneumoniae
B35_1_month	k141_2478	11030	B35_1_month__562_Escherichia_coli__k141_2478	1	11030	Escherichia	Escherichia coli
B35_1_month	k141_3398_phage71_597_34060_34_0.71	33464	B35_1_month__1502_Clostridium_perfringens__k141_3398	598	34061	Clostridium	Clostridium perfringens
B35_1_month	k141_3447	23502	B35_1_month__562_Escherichia_coli__k141_3447	1	23502	Escherichia	Escherichia coli
B35_1_month	k141_3514	15892	B35_1_month__29363_Clostridium_paraputrificum__k141_3514	1	15892	Clostridium	Clostridium paraputrificum
B35_1_month	k141_3551	17819	B35_1_month__562_Escherichia_coli__k141_3551	1	17819	Escherichia	Escherichia coli
B35_1_month	k141_4078_phage43_3_35819_54_0.83	35817	B35_1_month__29363_Clostridium_paraputrificum__k141_4078	4	35820	Clostridium	Clostridium paraputrificum
B35_1_month	k141_4836	20082	B35_1_month__573_Klebsiella_pneumoniae__k141_4836	1	20082	Klebsiella	Klebsiella pneumoniae
B35_1_month	k141_5044_phage78_61923_93679_32_0.72	31757	B35_1_month__1502943_Veillonella_seminalis__k141_5044	61924	93680	Veillonella	Veillonella seminalis
B35_1_month	k141_5803_phage82_9856_44672_34_0.73	34817	B35_1_month__1502943_Veillonella_seminalis__k141_5803	9857	44673	Veillonella	Veillonella seminalis
B35_1_month	k141_5822_1_checkv_31985-45898/45898	13914	B35_1_month__1282_Staphylococcus_epidermidis__k141_5822	31985	45898	Staphylococcus	Staphylococcus epidermidis
B35_1_month	k141_6120_phage211_307869_322409_18_0.55	14541	B35_1_month__160453_Enterococcus_gilvus__k141_6120	307870	322410	Enterococcus	Enterococcus gilvus
B35_1_month	k141_6137_phage215_21331_47074_11_0.65	25744	B35_1_month__1282_Staphylococcus_epidermidis__k141_6137	21332	47075	Staphylococcus	Staphylococcus epidermidis
B35_1_month	k141_6447_phage12_1_20578_31_0.75	20578	B35_1_month__562_Escherichia_coli__k141_6447	2	20579	Escherichia	Escherichia coli
B35_1_month	k141_6620_phage74_89_44851_51_0.72	44763	B35_1_month__29363_Clostridium_paraputrificum__k141_6620	90	44852	Clostridium	Clostridium paraputrificum
B35_1_month	k141_6694	13017	B35_1_month__562_Escherichia_coli__k141_6694	1	13017	Escherichia	Escherichia coli
B35_1_month	k141_7154_phage9_7553_25425_17_0.61	17873	B35_1_month__160453_Enterococcus_gilvus__k141_7154	7554	25426	Enterococcus	Enterococcus gilvus
B35_1_month	k141_7315_phage75_109_22836_22_0.62	22728	B35_1_month__29363_Clostridium_paraputrificum__k141_7315	110	22837	Clostridium	Clostridium paraputrificum
B35_1_month	k141_7481_1_checkv_1-11350/18103	11350	B35_1_month__1282_Staphylococcus_epidermidis__k141_7481	1	11350	Staphylococcus	Staphylococcus epidermidis
B35_1_month	k141_7749_phage230_54377_82028_26_0.55	27652	B35_1_month__1502_Clostridium_perfringens__k141_7749	54378	82029	Clostridium	Clostridium perfringens
B35_1_month	k141_7749_phage234_205046_219493_11_0.74	14448	B35_1_month__1502_Clostridium_perfringens__k141_7749	205047	219494	Clostridium	Clostridium perfringens
B35_1_month	k141_7837_1_checkv_52436-65927/65927	13492	B35_1_month__1282_Staphylococcus_epidermidis__k141_7837	52436	65927	Staphylococcus	Staphylococcus epidermidis
B35_1_month	k141_8090	28087	B35_1_month__562_Escherichia_coli__k141_8090	1	28087	Escherichia	Escherichia coli
B35_1_month	k141_8188	23540	B35_1_month__562_Escherichia_coli__k141_8188	1	23540	Escherichia	Escherichia coli
B35_1_month	k141_8551_phage245_10842_28142_15_0.62	17301	B35_1_month__562_Escherichia_coli__k141_8551	10843	28143	Escherichia	Escherichia coli
B35_1_month	k141_8551_phage247_57705_74409_16_0.55	16705	B35_1_month__562_Escherichia_coli__k141_8551	57706	74410	Escherichia	Escherichia coli
B35_1_month	k141_9517_phage18_1_72372_76_0.71	72372	B35_1_month__29363_Clostridium_paraputrificum__k141_9517	2	72373	Clostridium	Clostridium paraputrificum
B35_1_month	k141_9986	16687	B35_1_month__562_Escherichia_coli__k141_9986	1	16687	Escherichia	Escherichia coli
B35_12_months	k141_11176	22354	B35_12_months__216816_Bifidobacterium_longum__k141_11176	1	22354	Bifidobacterium	Bifidobacterium longum
B35_12_months	k141_11724_1_checkv_20079-62121/193913	42043	B35_12_months__48296_Acinetobacter_pittii__k141_11724	20079	62121	Acinetobacter	Acinetobacter pittii
B35_12_months	k141_12154	11564	B35_12_months__562_Escherichia_coli__k141_12154	1	11564	Escherichia	Escherichia coli
B35_12_months	k141_14402	37390	B35_12_months__301302_Roseburia_faecis__k141_14402	1	37390	Roseburia	Roseburia faecis
B35_12_months	k141_14816_phage1090_3_14004_17_0.73	14002	B35_12_months__1776391_Romboutsia_timonensis__k141_14816	4	14005	Romboutsia	Romboutsia timonensis
B35_12_months	k141_17733_phage771_217954_237955_17_0.62	20002	B35_12_months__853_Faecalibacterium_prausnitzii__k141_17733	217955	237956	Faecalibacterium	Faecalibacterium prausnitzii
B35_12_months	k141_18607_phage1000_222_17118_12_0.68	16897	B35_12_months__487175_Parasutterella_excrementihominis__k141_18607	223	17119	Parasutterella	Parasutterella excrementihominis
B35_12_months	k141_19790	24002	B35_12_months__562_Escherichia_coli__k141_19790	1	24002	Escherichia	Escherichia coli
B35_12_months	k141_19818	27191	B35_12_months__562_Escherichia_coli__k141_19818	1	27191	Escherichia	Escherichia coli
B35_12_months	k141_20700_phage317_154_37574_54_0.79	37421	B35_12_months__445973_Intestinibacter_bartlettii__k141_20700	155	37575	Intestinibacter	Intestinibacter bartlettii
B35_12_months	k141_21369_phage530_222233_269851_36_0.53	47619	B35_12_months__823_Parabacteroides_distasonis__k141_21369	222234	269852	Parabacteroides	Parabacteroides distasonis
B35_12_months	k141_21369_phage531_320594_338878_19_0.56	18285	B35_12_months__823_Parabacteroides_distasonis__k141_21369	320595	338879	Parabacteroides	Parabacteroides distasonis
B35_12_months	k141_22220	37205	B35_12_months__649756_Anaerostipes_hadrus__k141_22220	1	37205	Anaerostipes	Anaerostipes hadrus
B35_12_months	k141_2526	22202	B35_12_months__33038_[Ruminococcus]_gnavus__k141_2526	1	22202	Mediterraneibacter	[Ruminococcus] gnavus
B35_12_months	k141_25897_phage284_63837_81131_18_0.62	17295	B35_12_months__187326_Megasphaera_micronuciformis__k141_25897	63838	81132	Megasphaera	Megasphaera micronuciformis
B35_12_months	k141_26813	10399	B35_12_months__548_Klebsiella_aerogenes__k141_26813	1	10399	Klebsiella	Klebsiella aerogenes
B35_12_months	k141_27463	52218	B35_12_months__853_Faecalibacterium_prausnitzii__k141_27463	1	52218	Faecalibacterium	Faecalibacterium prausnitzii
B35_12_months	k141_28201	11693	B35_12_months__562_Escherichia_coli__k141_28201	1	11693	Escherichia	Escherichia coli
B35_12_months	k141_28825	29478	B35_12_months__823_Parabacteroides_distasonis__k141_28825	1	29478	Parabacteroides	Parabacteroides distasonis
B35_12_months	k141_3082	15577	B35_12_months__3015826_Klebsiella_aerogenes__k141_3082	1	15577	Klebsiella	Klebsiella aerogenes
B35_12_months	k141_32680_phage898_129865_156840_20_0.53	26976	B35_12_months__823_Parabacteroides_distasonis__k141_32680	129866	156841	Parabacteroides	Parabacteroides distasonis
B35_12_months	k141_33099	10891	B35_12_months__3022225_Lactobacillus_equicursoris__k141_33099	1	10891	Lactobacillus	Lactobacillus equicursoris
B35_12_months	k141_34163	25607	B35_12_months__562_Escherichia_coli__k141_34163	1	25607	Escherichia	Escherichia coli
B35_12_months	k141_34177	49704	B35_12_months__866789_Escherichia_coli__k141_34177	1	49704	Escherichia	Escherichia coli
B35_12_months	k141_34517_1_checkv_1-13027/17399	13027	B35_12_months__216816_Bifidobacterium_longum__k141_34517	1	13027	Bifidobacterium	Bifidobacterium longum
B35_12_months	k141_34709_phage1147_3052_15335_11_0.74	12284	B35_12_months__1776391_Romboutsia_timonensis__k141_34709	3053	15336	Romboutsia	Romboutsia timonensis
B35_12_months	k141_35471_1_checkv_163913-203820/452354	39908	B35_12_months__817_Bacteroides_fragilis__k141_35471	163913	203820	Bacteroides	Bacteroides fragilis
B35_12_months	k141_35850	33268	B35_12_months__3011055_Enterocloster_citroniae__k141_35850	1	33268	Enterocloster	Enterocloster citroniae
B35_12_months	k141_35976_phage507_70774_91051_30_0.58	20278	B35_12_months__29361_Tyzzerella_nexilis__k141_35976	70775	91052	Tyzzerella	Tyzzerella nexilis
B35_12_months	k141_3852	12385	B35_12_months__1579_Lactobacillus_acidophilus__k141_3852	1	12385	Lactobacillus	Lactobacillus acidophilus
B35_12_months	k141_38605	14524	B35_12_months__411470_[Ruminococcus]_gnavus__k141_38605	1	14524	Mediterraneibacter	[Ruminococcus] gnavus
B35_12_months	k141_38935_1_checkv_6117-40523/81486	34407	B35_12_months__48296_Acinetobacter_pittii__k141_38935	6117	40523	Acinetobacter	Acinetobacter pittii
B35_12_months	k141_40719_1_checkv_19309-74525/80174	55217	B35_12_months__1580_Levilactobacillus_brevis__k141_40719	19309	74525	Levilactobacillus	Levilactobacillus brevis
B35_12_months	k141_40833_phage294_194126_206007_12_0.67	11882	B35_12_months__292800_Flavonifractor_plautii__k141_40833	194127	206008	Flavonifractor	Flavonifractor plautii
